28,079,004,01,38,02,2020,09,01,00007,V,00007,V,00007,V,00008,V,00009,V,00008,V,00009,V,00010,V,00010,V,00011,V,00010,V,00009,V,00008,V,00007,V,00006,V,00006,V,00006,V,00005,V,00005,V,00005,V,00005,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,02,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00008,V,00008,V,00008,V,00007,V,00007,V,00006,V,00006,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,03,00007,V,00006,V,00006,V,00007,V,00007,V,00007,V,00007,V,00008,V,00011,V,00010,V,00009,V,00007,V,00007,V,00006,V,00005,V,00004,V,00004,V,00004,V,00005,V,00004,V,00004,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,04,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00008,V,00016,N,00008,V,00007,V,00006,V,00006,V,00005,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,05,00008,V,00007,V,00007,V,00007,V,00007,V,00007,V,00008,V,00008,V,00008,V,00008,V,00007,V,00006,V,00006,V,00004,V,00004,V,00005,V,00005,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,06,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00006,V,00006,V,00004,V,00004,V,00004,V,00004,V,00005,V,00005,V,00004,V,00004,V,00005,V,00006,V,00006,V
28,079,004,01,38,02,2020,09,07,00010,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00008,V,00009,V,00009,V,00008,V,00007,V,00007,V,00006,V,00005,V,00005,V,00005,V,00004,V,00004,V,00004,V,00005,V,00006,V,00006,V,00006,V
28,079,004,01,38,02,2020,09,08,00006,V,00007,V,00007,V,00008,V,00007,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00007,V,00006,V,00006,V,00005,V,00005,V,00005,V,00004,V,00005,V,00004,V,00005,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,09,00007,V,00007,V,00007,V,00008,V,00008,V,00008,V,00008,V,00009,V,00010,V,00012,V,00008,V,00007,V,00007,V,00006,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,10,00007,V,00007,V,00006,V,00007,V,00006,V,00007,V,00007,V,00007,V,00008,V,00007,V,00007,V,00007,V,00005,M,00005,V,00005,V,00004,V,00004,V,00004,V,00005,V,00004,V,00004,V,00005,V,00006,V,00006,V
28,079,004,01,38,02,2020,09,11,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00007,V,00007,V,00008,V,00007,V,00007,V,00006,V,00006,V,00005,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,12,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00006,V,00007,V,00007,V,00007,V,00006,V,00006,V,00006,V,00004,V,00004,V,00004,V,00005,V,00004,V,00004,V,00004,V,00004,V,00006,V,00007,V,00007,V
28,079,004,01,38,02,2020,09,13,00007,V,00007,V,00007,V,00006,V,00006,V,00006,V,00007,V,00007,V,00006,V,00007,V,00006,V,00006,V,00006,V,00005,V,00004,V,00004,V,00005,V,00004,V,00004,V,00004,V,00004,V,00005,V,00006,V,00006,V
28,079,004,01,38,02,2020,09,14,00006,V,00006,V,00006,V,00006,V,00006,V,00007,V,00007,V,00007,V,00007,V,00007,V,00007,V,00006,V,00006,V,00006,V,00004,V,00004,V,00005,V,00005,V,00004,V,00005,V,00005,V,00006,V,00006,V,00007,V
28,079,004,01,38,02,2020,09,15,00007,V,00007,V,00007,V,00008,V,00007,V,00008,V,00008,V,00009,V,00008,V,00008,V,00008,V,00007,V,00007,V,00006,V,00004,V,00004,V,00005,V,00005,V,00004,V,00005,V,00006,V,00007,V,00007,V,00008,V
28,079,004,01,38,02,2020,09,16,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00011,V,00010,V,00008,V,00008,V,00007,V,00012,V,00019,N,00020,N,00007,V,00006,V,00005,V,00005,V,00005,V,00007,V,00007,V,00007,V
28,079,004,01,38,02,2020,09,17,00008,V,00013,V,00010,V,00008,V,00008,V,00008,V,00008,V,00009,V,00010,V,00009,V,00008,V,00008,V,00008,V,00007,V,00006,V,00006,V,00007,V,00006,V,00006,V,00006,V,00007,V,00010,V,00014,V,00014,V
28,079,004,01,38,02,2020,09,18,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00009,V,00009,V,00010,V,00014,V,00016,V,00009,V,00007,V,00007,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V
28,079,004,01,38,02,2020,09,19,00009,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00008,V,00007,V,00008,V,00008,V,00008,V,00007,V,00007,V,00007,V,00008,V,00007,V,00007,V,00007,V,00008,V,00008,V,00007,V
28,079,004,01,38,02,2020,09,20,00008,V,00008,V,00007,V,00008,V,00007,V,00008,V,00008,V,00007,V,00008,V,00008,V,00008,V,00008,V,00007,V,00007,V,00007,V,00007,V,00006,V,00006,V,00006,V,00006,V,00007,V,00007,V,00008,V,00008,V
